name	taxid
Bovine gammaherpesvirus 4	10385
Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota	2022783
Cricetid gammaherpesvirus 2	1605972
Human gammaherpesvirus 8	37296
Macacine gammaherpesvirus 5	154334
Murid gammaherpesvirus 4	33708
Saimiriine gammaherpesvirus 2	10381
Human betaherpesvirus 6A	32603
Human betaherpesvirus 6B	32604
Human betaherpesvirus 7	10372
Macaca nemestrina herpesvirus 7	1846169
Murine roseolovirus	1940555
Suid betaherpesvirus 2	1608255
Chelonid alphaherpesvirus 5	702736
Testudinid herpesvirus 3	1561226
Ateline alphaherpesvirus 1	35243
Bovine alphaherpesvirus 2	10295
Cercopithecine alphaherpesvirus 2	10317
Fruit bat alphaherpesvirus 1	1343901
Human alphaherpesvirus 1	10298
Human alphaherpesvirus 2	10310
Leporid alphaherpesvirus 4	481315
Macacine alphaherpesvirus 1	10325
Macropodid alphaherpesvirus 1	137443
Panine alphaherpesvirus 3	2003507
Papiine alphaherpesvirus 2	340907
Saimiriine alphaherpesvirus 1	10353
Bovine alphaherpesvirus 1	10320
Bovine alphaherpesvirus 5	35244
Bubaline alphaherpesvirus 1	202910
Canid alphaherpesvirus 1	170325
Caprine alphaherpesvirus 1	39944
Cercopithecine alphaherpesvirus 9	35246
Cervid alphaherpesvirus 1	79891
Cervid alphaherpesvirus 2	365327
Equid alphaherpesvirus 1	10326
Equid alphaherpesvirus 3	80341
Equid alphaherpesvirus 4	10331
Equid alphaherpesvirus 8	39637
Equid alphaherpesvirus 9	55744
Felid alphaherpesvirus 1	10334
Human alphaherpesvirus 3	10335
Phocid alphaherpesvirus 1	47418
Suid alphaherpesvirus 1	10345
Husa-like virus KS-2016a	1884450
Husavirus sp.	1930509
Cod iridovirus	1887316
Lymphocystis disease virus - isolate China	256729
Lymphocystis disease virus 1	36363
Lymphocystis disease virus Sa	1898060
Infectious spleen and kidney necrosis virus	180170
Scale drop disease virus	1697349
Ambystoma tigrinum virus	265294
Bohle iridovirus	100220
Common midwife toad virus	540070
Epizootic haematopoietic necrosis virus	100217
European catfish virus	84739
Frog virus 3	10493
Santee-Cooper ranavirus	198068
Short-finned eel ranavirus	638660
Singapore grouper iridovirus	262968
Burana orthonairovirus	1980518
Crimean-Congo hemorrhagic fever orthonairovirus	1980519
Dera Ghazi Khan orthonairovirus	1980520
Dugbe orthonairovirus	1980521
Hazara orthonairovirus	1980522
Hughes orthonairovirus	1980523
Kasokero orthonairovirus	1980524
Keterah orthonairovirus	1980525
Leopards Hill virus	1381104
Nairobi sheep disease orthonairovirus	1980526
Qalyub orthonairovirus	1980527
Sakhalin orthonairovirus	1980528
Thiafora orthonairovirus	1980529
Tofla virus	1615758
Yogue virus	1712572
Boolarra virus	12286
Nodamura virus	12288
Barfin flounder nervous necrosis virus	43761
Redspotted grouper nervous necrosis virus	43763
Senegalese sole Iberian betanodavirus	683176
Striped jack nervous necrosis virus	35297
Tiger puffer nervous necrosis virus	43764
Midway nyavirus	644609
Nyamanini nyavirus	644610
Influenza A virus	11320
Influenza B virus	11520
Influenza D virus	1511084
Influenza C virus	11552
Salmon isavirus	55987
Wellfleet Bay virus	1566309
Dhori thogotovirus	11318
Thogoto thogotovirus	11569
Bandicoot papillomatosis carcinomatosis virus type 1	479058
Bandicoot papillomatosis carcinomatosis virus type 2	500654
Bos taurus papillomavirus 13	1887213
Bos taurus papillomavirus 16	1887214
Bos taurus papillomavirus 20	1887218
Bovine papillomavirus	10571
Erethizon dorsatum papillomavirus 2	2268125
Felis catus papillomavirus type 5	2025339
Human papillomavirus	10566
Human papillomavirus type 85	652810
Leptonychotes weddellii papillomavirus 1	2077302
Leptonychotes weddellii papillomavirus 2	2077303
Leptonychotes weddellii papillomavirus 3	2077304
Leptonychotes weddellii papillomavirus 4	2077305
Leptonychotes weddellii papillomavirus 5	2077306
Leptonychotes weddellii papillomavirus 6	2077307
Macaca mulatta papillomavirus 2	2294150
Macaca mulatta papillomavirus 3	2294151
Macaca mulatta papillomavirus 4	2294152
Molossus molossus papillomavirus 1	1959848
Rodent papillomavirus	2050020
Rusa timorensis papillomavirus type 2	1905556
Sus scrofa papillomavirus 2	2025338
Alefpapillomavirus 1	2169692
Alphapapillomavirus 1	337048
Alphapapillomavirus 10	333754
Alphapapillomavirus 11	337049
Alphapapillomavirus 12	10570
Alphapapillomavirus 13	333766
Alphapapillomavirus 14	931244
Alphapapillomavirus 2	337039
Alphapapillomavirus 3	333767
Alphapapillomavirus 4	337043
Alphapapillomavirus 5	337044
Alphapapillomavirus 6	337050
Alphapapillomavirus 7	337042
Alphapapillomavirus 8	333757
Alphapapillomavirus 9	337041
Macaca mulatta papillomavirus 6	2364646
Betapapillomavirus 1	337051
Betapapillomavirus 2	333924
Betapapillomavirus 3	334207
Betapapillomavirus 4	334208
Betapapillomavirus 5	334209
Betapapillomavirus 6	1172193
Chipapillomavirus 1	1177758
Chipapillomavirus 2	1177759
Chipapillomavirus 3	1513276
Deltapapillomavirus 1	10565
Deltapapillomavirus 2	10564
Deltapapillomavirus 3	56144
Deltapapillomavirus 4	337052
Deltapapillomavirus 5	1175853
Deltapapillomavirus 6	1513268
Deltapapillomavirus 7	2169867
Dyochipapillomavirus 1	1918729
Dyodeltapapillomavirus 1	1177764
Dyoepsilonpapillomavirus 1	1177765
Dyoetapapillomavirus 1	1177767
Dyoiotapapillomavirus 1	1233177
Dyoiotapapillomavirus 2	2083182
Dyokappapapillomavirus 1	1513247
Dyokappapapillomavirus 2	1961787
Dyokappapapillomavirus 4	2169879
Dyokappapapillomavirus 5	2169880
Dyolambdapapillomavirus 1	1513248
Boa constrictor papillomavirus 1	2294156
Dyomupapillomavirus 1	1513249
Dyonupapillomavirus 1	1513250
Dyoomegapapillomavirus 1	1918731
Dyoomikronpapillomavirus 1	1513251
Dyophipapillomavirus 1	1920493
Dyopipapillomavirus 1	1513252
Dyopsipapillomavirus 1	1920498
Dyorhopapillomavirus 1	1513253
Dyosigmapapillomavirus 1	1513254
Dyotaupapillomavirus 1	1932910
Dyothetapapillomavirus 1	1235662
Dyoupsilonpapillomavirus 1	1932912
Dyoxipapillomavirus 1	1513255
Dyoxipapillomavirus 2	2169881
Dyozetapapillomavirus 1	1177766
Epsilonpapillomavirus 1	40537
Epsilonpapillomavirus 2	2169886
Etapapillomavirus 1	197771
Serinus canaria papillomavirus 1	2094713
Gammapapillomavirus 1	333926
Gammapapillomavirus 10	1175852
Gammapapillomavirus 11	1513256
Gammapapillomavirus 12	1513257
Gammapapillomavirus 13	1513258
Gammapapillomavirus 14	1513259
Gammapapillomavirus 15	1513260
Gammapapillomavirus 16	1513261
Gammapapillomavirus 17	1513262
Gammapapillomavirus 18	1513263
Gammapapillomavirus 19	1513264
Gammapapillomavirus 2	333928
Gammapapillomavirus 20	1513265
Gammapapillomavirus 21	1961678
Gammapapillomavirus 22	1961679
Gammapapillomavirus 23	1961680
Gammapapillomavirus 24	1961681
Gammapapillomavirus 25	1961682
Gammapapillomavirus 26	1961683
Gammapapillomavirus 27	2169902
Gammapapillomavirus 3	333929
Gammapapillomavirus 4	333930
Gammapapillomavirus 5	333931
Gammapapillomavirus 6	1175848
Gammapapillomavirus 7	1175849
Gammapapillomavirus 8	1175850
Gammapapillomavirus 9	1175851
Gammapapillomavirus sp.	2049444
Human papillomavirus KC5	1647924
Macaca mulatta papillomavirus 5	2364645
Macaca mulatta papillomavirus 7	2364644
Iotapapillomavirus 1	10567
Iotapapillomavirus 2	2169961
Kappapapillomavirus 1	122291
Kappapapillomavirus 2	10623
Lambdapapillomavirus 1	181667
Lambdapapillomavirus 2	35258
Lambdapapillomavirus 3	1175854
Lambdapapillomavirus 4	1175855
Lambdapapillomavirus 5	1513272
Mupapillomavirus 1	334203
Mupapillomavirus 2	334204
Mupapillomavirus 3	1961783
Nupapillomavirus 1	334205
Omegapapillomavirus 1	1177763
Omikronpapillomavirus 1	82676
Phipapillomavirus 1	1177757
Pipapillomavirus 1	334212
Pipapillomavirus 2	1176145
Psipapillomavirus 1	1177762
Psipapillomavirus 2	2170170
Psipapillomavirus 3	2170171
Rhopapillomavirus 1	1176146
Rhopapillomavirus 2	1961785
Sigmapapillomavirus 1	1176147
Canine papillomavirus 21	2304619
Canine papillomavirus 22	2304620
Taupapillomavirus 1	1176148
Taupapillomavirus 2	1513274
Taupapillomavirus 3	1961786
Taupapillomavirus 4	2170222
Thetapapillomavirus 1	197772
Treisdeltapapillomavirus 1	1921773
Treisepsilonpapillomavirus 1	1921778
Treisetapapillomavirus 1	1921824
Treisiotapapillomavirus 1	2170235
Treiskappapapillomavirus 1	2170236
Treisthetapapillomavirus 1	2170237
Treiszetapapillomavirus 1	1922208
Upsilonpapillomavirus 1	1176150
Upsilonpapillomavirus 2	1176149
Upsilonpapillomavirus 3	1513275
Xipapillomavirus 1	10561
Xipapillomavirus 2	1513273
Xipapillomavirus 3	1961784
Xipapillomavirus 4	2170255
Xipapillomavirus 5	2170256
Zetapapillomavirus 1	333919
Beilong virus	341053
J-virus	322067
Mossman virus	241630
Nariva virus	590647
Salem virus	120499
Tailam virus	1117633
Tupaia paramyxovirus	92129
Salmon aquaparamyxovirus	381543
Avian avulavirus 1	11176
Avian avulavirus 10	875624
Avian avulavirus 11	1204252
Avian avulavirus 12	1305716
Avian avulavirus 13	2049884
Avian avulavirus 14	2169715
Avian avulavirus 15	2169716
Avian avulavirus 16	2169717
Avian avulavirus 17	2169718
Avian avulavirus 18	 
Avian avulavirus 19	 
Avian avulavirus 2	35302
Avian avulavirus 20	2067666
Avian avulavirus 3	207246
Avian avulavirus 5	740710
Avian avulavirus 6	157619
Avian avulavirus 7	622416
Avian avulavirus 8	623144
Avian avulavirus 9	580247
Goose paramyxovirus SF02	204987
Reptilian ferlavirus	122203
Cedar henipavirus	1979179
Ghanaian bat henipavirus	1979178
Hendra henipavirus	63330
Mojiang henipavirus	1979176
Nipah henipavirus	121791
Lophuromys jeilongvirus 1	2560563
Lophuromys jeilongvirus 2	2560564
Canine morbillivirus	11232
Cetacean morbillivirus	36410
Feline morbillivirus	1170234
Measles morbillivirus	11234
Phocine morbillivirus	11240
Rinderpest morbillivirus	11241
Small ruminant morbillivirus	31604
Avian paraavulavirus 4	2560328
Sosuga pararubulavirus	2560773
Teviot pararubulavirus	2560803
Bovine respirovirus 3	11215
Human respirovirus 1	12730
Human respirovirus 3	11216
Murine respirovirus	11191
Porcine respirovirus 1	1357321
Achimota rubulavirus 1	1979157
Achimota rubulavirus 2	1979158
Bat mumps rubulavirus	1979159
Human rubulavirus 2	1979160
Human rubulavirus 4	1979161
Mammalian rubulavirus 5	1979162
Mapuera rubulavirus	1979163
Menangle rubulavirus	1979164
Mumps rubulavirus	1979165
Porcine rubulavirus	53179
Simian rubulavirus	1979166
Tioman rubulavirus	1979169
Tuhoko rubulavirus 1	1979170
Tuhoko rubulavirus 2	1979171
Tuhoko rubulavirus 3	1979172
Artibeus jamaicensis parvovirus 1	1131485
Bosavirus MS-2016a	1917013
Bufavirus-3	1391667
Desmodus rotundus parvovirus	1926498
Equine parvovirus H	2079554
Mouse kidney parvovirus	2316143
Parus major densovirus	1907771
Parvovirus NIH-CQV	1341019
Porcine partetravirus	1208310
Red-crowned crane parvovirus	2079601
Sea otter parvovirus 1	1882382
Sesavirus CSL10538	1519097
Slow loris parvovirus 1	1581151
Amdoparvovirus sp.	1908805
Carnivore amdoparvovirus 1	1511862
Carnivore amdoparvovirus 2	1511863
Carnivore amdoparvovirus 3	2169702
Carnivore amdoparvovirus 4	2169703
Galliform aveparvovirus 1	1511865
Bat bocavirus	1329649
Carnivore bocaparvovirus 1	1511866
Carnivore bocaparvovirus 2	1511867
Carnivore bocaparvovirus 3	1511868
Carnivore bocaparvovirus 4	2169767
Carnivore bocaparvovirus 5	2169768
Carnivore bocaparvovirus 6	2169769
Chiropteran bocaparvovirus 1	2169770
Chiropteran bocaparvovirus 2	2169771
Chiropteran bocaparvovirus 3	2169772
Chiropteran bocaparvovirus 4	2169773
Dromedary camel bocaparvovirus 1	2014603
Dromedary camel bocaparvovirus 2	2014604
Lagomorph bocaparvovirus 1	2169774
Lupine bocavirus	2017714
Pinniped bocaparvovirus 1	1511869
Pinniped bocaparvovirus 2	1511870
Porcine bocavirus	1165907
Porcine bocavirus 5	1133653
Primate bocaparvovirus 1	1511871
Primate bocaparvovirus 2	1511872
Rat bocavirus	1788315
Rhinolophus pusillus bocaparvovirus 1	2053079
Rhinolophus pusillus bocaparvovirus 2	2053080
Rhinolophus sinicus bocaparvovirus	1911555
Rousettus leschenaultii bocaparvovirus 1	2053082
Ungulate bocaparvovirus 1	1511873
Ungulate bocaparvovirus 2	1511874
Ungulate bocaparvovirus 3	1511875
Ungulate bocaparvovirus 4	1511876
Ungulate bocaparvovirus 5	1511877
Ungulate bocaparvovirus 6	1864484
Porcine parvovirus 7	1820046
Ungulate copiparvovirus 1	1511889
Ungulate copiparvovirus 2	1511890
Adeno-associated dependoparvovirus A	1511891
Adeno-associated dependoparvovirus B	1511892
Adeno-associated virus	272636
Anseriform dependoparvovirus 1	1511895
Avian dependoparvovirus 1	1511894
Bearded dragon parvovirus	1670662
Chiropteran dependoparvovirus 1	1511897
Pinniped dependoparvovirus 1	1511898
Squamate dependoparvovirus 1	1511899
Human erythrovirus V9	72197
Primate erythroparvovirus 1	1511900
Primate erythroparvovirus 2	1511901
Primate erythroparvovirus 3	1511902
Primate erythroparvovirus 4	1511903
Rodent erythroparvovirus 1	1511904
Ungulate erythroparvovirus 1	1511905
Carnivore protoparvovirus 1	1511906
Chiropteran protoparvovirus 1	2170147
Eulipotyphla protoparvovirus 1	2170148
Porcine parvovirus 2	1126383
Porcine parvovirus 5	1241957
Porcine parvovirus 6	1472911
Primate protoparvovirus 1	1511907
Primate protoparvovirus 2	2170149
Primate protoparvovirus 3	2170150
Rodent protoparvovirus 1	1511908
Rodent protoparvovirus 2	1511909
Rodent protoparvovirus 3	2137545
Turkey parvovirus 1078	740933
Ungulate protoparvovirus 1	1511910
Ungulate protoparvovirus 2	2170151
Chiropteran tetraparvovirus 1	1511912
Primate tetraparvovirus 1	1511913
Tetraparvovirus sp.	1908804
Ungulate tetraparvovirus 1	1511914
Ungulate tetraparvovirus 2	1511915
Ungulate tetraparvovirus 3	1511916
Ungulate tetraparvovirus 4	1511917
Herbert herbevirus	1980534
Aino orthobunyavirus	2560289
Akabane orthobunyavirus	1933178
Alajuela orthobunyavirus	1933181
Anopheles A orthobunyavirus	1933180
Anopheles B orthobunyavirus	1933176
Batama orthobunyavirus	1933177
Bimiti orthobunyavirus	1933263
Brazoran virus	1368616
Bunyamwera orthobunyavirus	1933179
Buttonwillow orthobunyavirus	2560361
Bwamba orthobunyavirus	35310
Cache Valley orthobunyavirus	2560364
California encephalitis orthobunyavirus	1933264
Capim orthobunyavirus	1933265
Caraparu orthobunyavirus	1933290
Catu orthobunyavirus	1933269
Fort Sherman orthobunyavirus	2560477
Gamboa orthobunyavirus	1933270
Guajara orthobunyavirus	1933272
Guama orthobunyavirus	1933273
Guaroa orthobunyavirus	1933274
Ingwavuma orthobunyavirus	2560529
Jatobal orthobunyavirus	2560533
Kaeng Khoi orthobunyavirus	1933275
Kairi orthobunyavirus	1933276
Keystone orthobunyavirus	2560538
Koongol orthobunyavirus	1933288
La Crosse orthobunyavirus	2560547
Madrid orthobunyavirus	1933291
Main Drain orthobunyavirus	1933303
Manzanilla orthobunyavirus	1933304
Marituba orthobunyavirus	1933307
Mermet orthobunyavirus	2560587
Nyando orthobunyavirus	1933306
Oriboca orthobunyavirus	1934100
Oropouche orthobunyavirus	1933309
Patois orthobunyavirus	1934101
Peaton orthobunyavirus	2560627
Sathuperi orthobunyavirus	159141
Schmallenberg orthobunyavirus	2560743
Shamonda orthobunyavirus	159150
Shuni orthobunyavirus	159148
Simbu orthobunyavirus	35306
Tacaiuma orthobunyavirus	611707
Tataguine orthobunyavirus	2560799
Tete orthobunyavirus	35319
Thimiri orthobunyavirus	1819305
Utinga orthobunyavirus	2560828
Wyeomyia orthobunyavirus	273350
Zegla orthobunyavirus	2170060
Pacui pacuvirus	2560617
Heartland banyangvirus	2560519
Aguacate virus	1006583
Ambe virus	1926500
Anhanga virus	904722
Arrabida virus	1457322
Arumowot virus	904698
Bhanja virus	1213620
Bujaru phlebovirus	1933183
Candiru phlebovirus	1933182
Punta Toro phlebovirus	1933186
Razdan virus	1405807
Rift Valley fever phlebovirus	1933187
SFTS phlebovirus	1933190
Salehabad phlebovirus	1933188
Sandfly fever Naples phlebovirus	1933189
Sandfly fever Sicilian virus	28292
Tapara virus	1926501
Toros virus	1764085
Uriurana virus	1055750
Urucuri virus	1926502
Uukuniemi phlebovirus	1933191
Zerdali virus	1764086
Chicken picobirnavirus	1930304
Human picobirnavirus	145856
Otarine picobirnavirus	1187973
Picobirnavirus dog/KNA/2015	1961162
Picobirnavirus green monkey/KNA/2015	1961155
Picobirnavirus sp.	1907787
Porcine picobirnavirus	442302
Rabbit picobirnavirus	104395
Aimelvirus 2	2016448
Bat crohivirus	1958776
Bat picornavirus 1	1074863
Bat picornavirus 2	1074864
Bat picornavirus 3	1074865
Bovine picornavirus	1564115
Chicken orivirus 1	1565990
Chicken picornavirus 1	1534544
Chicken picornavirus 4	1534547
Chicken picornavirus 5	1534548
Falcon picornavirus	1964370
Feline picornavirus	1108810
Fur seal picorna-like virus	2013564
Goose picornavirus 1	2079465
Lesavirus 1	1603963
Lesavirus 2	1603964
Pelodiscus sinensis picornavirus 1	2058161
Pigeon picornavirus B	928289
Quail picornavirus QPV1/HUN/2010	1089138
Rhimavirus A	2218594
Tortoise rafivirus A	1483681
Washington bat picornavirus	1888309
Aalivirus A	2169685
Ampivirus A	1986960
Bovine rhinitis A virus	1155188
Bovine rhinitis B virus	693066
Bovine rhinovirus 1	1606765
Equine rhinitis A virus	47000
Foot-and-mouth disease virus	12110
Aquamavirus A	1330066
Avihepatovirus A	691956
Avisivirus A	1511772
Avisivirus B	1985982
Avisivirus C	1985983
Avisivirus Pf-CHK1/AsV	1766559
Cardiovirus A	1821749
Cardiovirus B	1821750
Cardiovirus C	1821751
Cosavirus A	1330491
Cosavirus B	2003649
Cosavirus D	2003650
Cosavirus E	2003651
Cosavirus F	2003652
Cosavirus JMY-2014	1582094
Human cosavirus	1233383
Crohivirus A	2169853
Cadicivirus A	1330068
Hedgehog dicipivirus	2041149
Enterovirus A	138948
Enterovirus AN12	1929150
Enterovirus B	138949
Enterovirus C	138950
Enterovirus D	138951
Enterovirus E	12064
Enterovirus F	1330520
Enterovirus G	106966
Enterovirus H	310907
Enterovirus I	2040663
Enterovirus J	1330521
Enterovirus K	2169884
Enterovirus L	2169885
Enterovirus goat/JL14	1849328
Enterovirus sp.	47681
Human enterovirus	1193974
Rhinovirus A	147711
Rhinovirus B	147712
Rhinovirus C	463676
Sichuan takin enterovirus	2220002
Yak enterovirus	1604871
Erbovirus A	312185
Chicken gallivirus 1	1534550
Gallivirus A	1511776
Gallivirus Pf-CHK1/GV	1766557
Harkavirus A	2003391
Bat hepatovirus	1745250
Hepatovirus A	12092
Hepatovirus B	1987123
Hepatovirus C	1987124
Hepatovirus D	1987125
Hepatovirus E	1987126
Hepatovirus F	1987127
Hepatovirus G	1987128
Hepatovirus H	1987129
Hepatovirus I	1987130
Tupaia hepatovirus A	1768064
Hunnivirus A	1431460
Norway rat hunnivirus	1562064
Aichivirus A	72149
Aichivirus B	194965
Aichivirus C	1298633
Aichivirus D	1897731
Aichivirus E	1986958
Aichivirus F	1986959
Canine kobuvirus	1836608
Caprine kobuvirus	1452516
Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN	1659219
Mouse kobuvirus M-5/USA/2010	1074213
Bat kunsagivirus	1958775
Kunsagivirus A	1755590
Kunsagivirus C	2169966
Limnipivirus A	1914574
Limnipivirus B	1914575
Limnipivirus C	1914576
Chicken megrivirus	1477515
Duck megrivirus	1350001
Goose megrivirus	1960206
Megrivirus B	2170005
Megrivirus D	2170007
Megrivirus E	2170008
Melegrivirus A	1330070
Mischivirus A	1511779
Mischivirus B	2003498
Mischivirus C	2003499
Mosavirus A	1481452
Oscivirus A	1511781
Parechovirus A	1803956
Parechovirus B	1803957
Parechovirus C	2031165
Parechovirus D	2031166
Pasivirus A	1511783
Passerivirus A	1511803
Passerivirus sp.	2065211
Potamipivirus A	1914568
Rabovirus A	1603962
Rafivirus B	2560699
Rosavirus A	1511805
Rosavirus B	1902501
Rosavirus C	1902502
Sakobuvirus A	1659771
Salivirus A	1330524
Salivirus FHB	1547495
Avian sapelovirus	686983
Bat sapelovirus	1958777
Marmot sapelovirus 1	2161803
Sapelovirus A	686984
Sapelovirus B	686985
Senecavirus A	390157
Shanbavirus A	2170191
Chicken sicinivirus JSY	1746030
Sicinivirus A	1755588
Teschovirus A	118140
Torchivirus A	2025079
Tremovirus A	70796
Canine pneumovirus	1408279
Respiratory syncytial virus	12814
Avian metapneumovirus	38525
Human metapneumovirus	162145
Bovine orthopneumovirus	11246
Human orthopneumovirus	11250
Murine orthopneumovirus	11263
African green monkey polyomavirus	12480
Bat polyomavirus	1221637
Bat polyomavirus 6d	1623686
Bos taurus polyomavirus 1	1891754
Bovine polyomavirus 2	1578134
Bovine polyomavirus 3	1561705
Centropristis striata polyomavirus 1	1891755
Chaerephon polyomavirus 1	1276181
Delphinus delphis polyomavirus 1	1891756
Giant panda polyomavirus	2016463
Glis glis polyomavirus 1	2170404
LI polyomavirus	1965344
Marbled eel polyomavirus	1662286
Myocastor coypus polyomavirus 1	2304056
Pan troglodytes troglodytes polyomavirus 1	1236400
Panthera leo polyomavirus 1	2170405
Philantomba monticola polyomavirus 1	2170411
Polyomavirus sp.	36362
Pomona leaf-nosed bat associated polyomavirus	1885565
Porcine polyomavirus	2126099
Potamochoerus porcus polyomavirus 1	2170410
Raccoon-associated polyomavirus 2	1978920
Rhinolophus blasii polyomavirus 2	2029303
Rhinolophus hildebrandtii polyomavirus 1	1904410
Rhinolophus simulator polyomavirus 1	2029304
Rhinolophus simulator polyomavirus 2	2029305
Rhinolophus simulator polyomavirus 3	2029306
Rhynchobatus djiddensis polyomavirus 1	2170102
Sea otter polyomavirus 1	1552409
Sheep polyomavirus 1	1634381
Simian virus 12	46771
Sparus aurata polyomavirus 1	1885927
Sus scrofa polyomavirus 1	1680894
Tadarida brasiliensis polyomavirus 1	1588048
Tadarida brasiliensis polyomavirus 2	1588049
Trematomus bernacchii polyomavirus 1	2218588
Trematomus pennellii polyomavirus 1	2170103
Tupaia glis polyomavirus 1	2170402
Acerodon celebensis polyomavirus 1	1891717
Artibeus planirostris polyomavirus 2	1606498
Artibeus planirostris polyomavirus 3	1606499
Ateles paniscus polyomavirus 1	1236391
Cardioderma cor polyomavirus 1	1891718
Carollia perspicillata polyomavirus 1	1606502
Chlorocebus pygerythrus polyomavirus 1	1891719
Chlorocebus pygerythrus polyomavirus 3	1891720
Dobsonia moluccensis polyomavirus 1	1891721
Eidolon helvum polyomavirus 1	1891722
Gorilla gorilla polyomavirus 1	1891725
Human polyomavirus 12	1303334
Human polyomavirus 13	1891728
Human polyomavirus 5	1891726
Human polyomavirus 8	1891727
Human polyomavirus 9	943908
Macaca fascicularis polyomavirus 1	1236398
Mesocricetus auratus polyomavirus 1	1891729
Miniopterus schreibersii polyomavirus 1	1904408
Miniopterus schreibersii polyomavirus 2	1904409
Molossus molossus polyomavirus 1	1606504
Mus musculus polyomavirus 1	1891730
Otomops martiensseni polyomavirus 1	1891731
Otomops martiensseni polyomavirus 2	1891732
Pan troglodytes polyomavirus 1	1891733
Pan troglodytes polyomavirus 2	1891734
Pan troglodytes polyomavirus 3	1891735
Pan troglodytes polyomavirus 4	1891736
Pan troglodytes polyomavirus 5	1891737
Pan troglodytes polyomavirus 6	1891738
Pan troglodytes polyomavirus 7	1891739
Papio cynocephalus polyomavirus 1	1891740
Piliocolobus badius polyomavirus 1	1236405
Piliocolobus rufomitratus polyomavirus 1	1236407
Pongo abelii polyomavirus 1	1891741
Pongo pygmaeus polyomavirus 1	1236409
Procyon lotor polyomavirus 1	1891742
Pteropus vampyrus polyomavirus 1	1891743
Rattus norvegicus polyomavirus 1	1679933
Sturnira lilium polyomavirus 1	1606500
Acerodon celebensis polyomavirus 2	1891757
Artibeus planirostris polyomavirus 1	1606497
Canis familiaris polyomavirus 1	1980633
Cebus albifrons polyomavirus 1	1236392
Cercopithecus erythrotis polyomavirus 1	1236395
Chlorocebus pygerythrus polyomavirus 2	1891758
Desmodus rotundus polyomavirus 1	1606503
Dobsonia moluccensis polyomavirus 2	1891759
Dobsonia moluccensis polyomavirus 3	1891760
Equus caballus polyomavirus 1	1891761
Human polyomavirus 1	1891762
Human polyomavirus 2	1891763
Human polyomavirus 3	1891764
Human polyomavirus 4	1891765
Leptonychotes weddellii polyomavirus 1	1925019
Loxodonta africana polyomavirus 1	1891766
Macaca mulatta polyomavirus 1	1891767
Mastomys natalensis polyomavirus 1	1891768
Meles meles polyomavirus 1	1608323
Microtus arvalis polyomavirus 1	2006148
Miniopterus africanus polyomavirus 1	1891769
Mus musculus polyomavirus 2	1891770
Myodes glareolus polyomavirus 1	2006147
Myotis lucifugus polyomavirus 1	1891771
Pan troglodytes polyomavirus 8	2006158
Papio cynocephalus polyomavirus 2	1891772
Pteronotus davyi polyomavirus 1	1891773
Pteronotus parnellii polyomavirus 1	1606501
Rattus norvegicus polyomavirus 2	1919247
Rousettus aegyptiacus polyomavirus 1	1904411
Saimiri boliviensis polyomavirus 1	1891774
Saimiri sciureus polyomavirus 1	1236410
Vicugna pacos polyomavirus 1	2169757
Zalophus californianus polyomavirus 1	1891775
Human polyomavirus 10	1208309
Human polyomavirus 11	1891745
Human polyomavirus 6	746830
Human polyomavirus 7	746831
Anser anser polyomavirus 1	1891746
Aves polyomavirus 1	1891747
Corvus monedula polyomavirus 1	1891748
Cracticus torquatus polyomavirus 1	1891749
Erythrura gouldiae polyomavirus 1	2169903
Lonchura maja polyomavirus 1	2169904
Pygoscelis adeliae polyomavirus 1	1891750
Pyrrhula pyrrhula polyomavirus 1	1891751
Serinus canaria polyomavirus 1	1891752
Posavirus 1	1105380
Posavirus 3	1663127
BeAn 58058 virus	67082
Cotia virus	39444
Eptesipox virus	1329402
Pteropox virus	1873698
Salmon gill poxvirus	1680908
Squirrelpox virus	240426
Squirrelpox virus Berlin_2015	2029293
Canarypox virus	44088
Flamingopox virus FGPVKD09	2059380
Fowlpox virus	10261
Penguinpox virus	648998
Pigeonpox virus	10264
Quailpox virus	400570
Turkeypox virus	336486
Goatpox virus	186805
Lumpy skin disease virus	59509
Sheeppox virus	10266
Murmansk poxvirus	2025359
NY_014 poxvirus	2025360
Yokapox virus	1076255
Mule deerpox virus	304399
Nile crocodilepox virus	1285600
Myxoma virus	10273
Rabbit fibroma virus	10271
Squirrel fibroma virus	538970
Molluscum contagiosum virus	10279
Camelpox virus	28873
Cowpox virus	10243
Ectromelia virus	12643
Monkeypox virus	10244
Raccoonpox virus	10256
Sea otter poxvirus	1416741
Skunkpox virus	160796
Taterapox virus	28871
Vaccinia virus	10245
Variola virus	10255
Volepox virus	28874
Bovine papular stomatitis virus	129727
Orf virus	10258
Parapoxvirus of red deer in New Zealand	129728
Pseudocowpox virus	129726
Seal parapoxvirus	187984
Swinepox virus	10276
Tanapox virus	99000
Yaba monkey tumor virus	38804
Aquareovirus A	56094
Aquareovirus B	57747
Aquareovirus C	185782
Aquareovirus E	2083444
Aquareovirus G	519014
Etheostoma fonticola aquareovirus	1862978
Fall chinook aquareovirus	1963254
Colorado tick fever virus	46839
Eyach virus	62352
African horse sickness virus	40050
Bluetongue virus	40051
Changuinola virus	40052
